Descrizione Campione: TOT
Inizio misura: 05-03-25 15:51:20
RealTime: 560561
LiveTime: 557046
N eventi: 111382
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
1745	1745	8
1746	1746	5
1747	1747	9
1748	1748	7
1749	1749	13
1750	1750	10
1751	1751	6
1752	1752	8
1753	1753	13
1754	1754	10
1755	1755	11
1756	1756	7
1757	1757	5
1758	1758	12
1759	1759	10
1760	1760	7
1761	1761	15
1762	1762	5
1763	1763	7
1764	1764	3
1765	1765	15
1766	1766	6
1767	1767	7
1768	1768	7
1769	1769	4
1770	1770	8
1771	1771	9
1772	1772	10
1773	1773	7
1774	1774	7
1775	1775	12
1776	1776	9
1777	1777	16
1778	1778	5
1779	1779	6
1780	1780	9
1781	1781	7
1782	1782	3
1783	1783	10
1784	1784	9
1785	1785	3
1786	1786	11
1787	1787	8
1788	1788	4
1789	1789	9
1790	1790	6
1791	1791	3
1792	1792	6
1793	1793	8
1794	1794	13
1795	1795	10
1796	1796	5
1797	1797	11
1798	1798	4
1799	1799	9
1800	1800	4
1801	1801	12
1802	1802	17
1803	1803	3
1804	1804	10
1805	1805	3
1806	1806	7
1807	1807	10
1808	1808	11
1809	1809	9
1810	1810	16
1811	1811	9
1812	1812	4
1813	1813	7
1814	1814	9
1815	1815	8
1816	1816	10
1817	1817	5
1818	1818	10
1819	1819	15
1820	1820	10
1821	1821	9
1822	1822	8
1823	1823	10
1824	1824	3
1825	1825	7
1826	1826	9
1827	1827	4
1828	1828	8
1829	1829	12
1830	1830	4
1831	1831	9
1832	1832	11
1833	1833	9
1834	1834	9
1835	1835	10
1836	1836	8
1837	1837	15
1838	1838	5
1839	1839	4
1840	1840	6
1841	1841	9
1842	1842	9
1843	1843	3
1844	1844	4
1845	1845	11
1846	1846	9
1847	1847	8
1848	1848	9
1849	1849	14
1850	1850	8
1851	1851	10
1852	1852	7
1853	1853	9
1854	1854	1
1855	1855	10
1856	1856	4
1857	1857	5
1858	1858	10
1859	1859	7
1860	1860	3
1861	1861	9
1862	1862	3
1863	1863	5
1864	1864	8
1865	1865	8
1866	1866	13
1867	1867	6
1868	1868	9
1869	1869	7
1870	1870	5
1871	1871	5
1872	1872	7
1873	1873	9
1874	1874	7
1875	1875	3
1876	1876	11
1877	1877	10
1878	1878	6
1879	1879	8
1880	1880	6
1881	1881	8
1882	1882	3
1883	1883	10
1884	1884	3
1885	1885	6
1886	1886	6
1887	1887	7
1888	1888	13
1889	1889	3
1890	1890	11
1891	1891	8
1892	1892	11
1893	1893	4
1894	1894	5
1895	1895	4
1896	1896	9
1897	1897	7
1898	1898	7
1899	1899	6
1900	1900	6
1901	1901	8
1902	1902	3
1903	1903	4
1904	1904	8
1905	1905	5
1906	1906	2
1907	1907	7
1908	1908	8
1909	1909	5
1910	1910	10
1911	1911	4
1912	1912	8
1913	1913	14
1914	1914	9
1915	1915	11
1916	1916	6
1917	1917	8
1918	1918	5
1919	1919	5
1920	1920	4
1921	1921	7
1922	1922	9
1923	1923	7
1924	1924	8
1925	1925	8
1926	1926	10
1927	1927	11
1928	1928	8
1929	1929	14
1930	1930	11
1931	1931	6
1932	1932	10
1933	1933	7
1934	1934	10
1935	1935	8
1936	1936	9
1937	1937	7
1938	1938	9
1939	1939	12
1940	1940	5
1941	1941	7
1942	1942	10
1943	1943	11
1944	1944	8
1945	1945	8
1946	1946	12
1947	1947	8
1948	1948	6
