Descrizione Campione: Ti
Inizio misura: 07-02-25 17:58:04
RealTime: 7
LiveTime: 0
N eventi: 380911
Calibrazione: E = 3.22645e-06 * C^2 + 0.363344 * C + -11.0115
Canale	Energia	Eventi
1093	389.978	34
1094	390.348	28
1095	390.718	20
1096	391.089	44
1097	391.459	30
1098	391.83	35
1099	392.2	38
1100	392.57	39
1101	392.941	29
1102	393.311	30
1103	393.682	30
1104	394.052	26
1105	394.423	27
1106	394.793	24
1107	395.164	26
1108	395.534	24
1109	395.905	33
1110	396.275	31
1111	396.646	23
1112	397.016	31
1113	397.387	17
1114	397.757	32
1115	398.128	30
1116	398.498	34
1117	398.869	33
1118	399.239	37
1119	399.61	28
1120	399.981	25
1121	400.351	26
1122	400.722	23
1123	401.092	32
1124	401.463	28
1125	401.834	26
1126	402.204	39
1127	402.575	28
1128	402.945	23
1129	403.316	27
1130	403.687	35
1131	404.057	29
1132	404.428	27
1133	404.799	26
1134	405.169	33
1135	405.54	21
1136	405.911	31
1137	406.281	21
1138	406.652	22
1139	407.023	23
1140	407.393	29
1141	407.764	38
1142	408.135	22
1143	408.505	35
1144	408.876	29
1145	409.247	18
1146	409.618	19
1147	409.988	25
1148	410.359	19
1149	410.73	21
1150	411.101	30
1151	411.471	26
1152	411.842	24
1153	412.213	23
1154	412.584	30
1155	412.955	22
1156	413.325	28
1157	413.696	34
1158	414.067	31
1159	414.438	24
1160	414.809	30
1161	415.179	25
1162	415.55	32
1163	415.921	26
1164	416.292	26
1165	416.663	21
1166	417.034	29
1167	417.405	21
1168	417.775	25
1169	418.146	22
1170	418.517	28
1171	418.888	14
1172	419.259	17
1173	419.63	31
1174	420.001	24
1175	420.372	28
1176	420.743	24
1177	421.114	26
1178	421.485	28
1179	421.855	30
1180	422.226	25
1181	422.597	24
1182	422.968	25
1183	423.339	32
1184	423.71	20
1185	424.081	29
1186	424.452	21
1187	424.823	39
1188	425.194	20
1189	425.565	30
1190	425.936	10
1191	426.307	11
1192	426.678	27
1193	427.049	30
1194	427.42	33
1195	427.792	24
1196	428.163	25
1197	428.534	26
1198	428.905	39
1199	429.276	20
1200	429.647	27
1201	430.018	33
1202	430.389	37
1203	430.76	16
1204	431.131	20
1205	431.502	24
1206	431.874	25
1207	432.245	28
1208	432.616	22
1209	432.987	35
1210	433.358	27
1211	433.729	19
1212	434.1	31
1213	434.472	33
1214	434.843	30
1215	435.214	23
1216	435.585	29
1217	435.956	23
1218	436.327	19
1219	436.699	39
1220	437.07	23
1221	437.441	30
1222	437.812	31
1223	438.184	19
1224	438.555	27
1225	438.926	23
1226	439.297	19
1227	439.669	26
1228	440.04	33
1229	440.411	24
1230	440.782	28
1231	441.154	21
1232	441.525	28
1233	441.896	28
1234	442.268	30
1235	442.639	20
1236	443.01	34
1237	443.382	29
1238	443.753	18
1239	444.124	12
1240	444.496	29
1241	444.867	28
1242	445.238	28
1243	445.61	18
1244	445.981	33
1245	446.352	33
1246	446.724	15
1247	447.095	17
1248	447.467	40
1249	447.838	24
1250	448.209	22
1251	448.581	21
1252	448.952	19
1253	449.324	21
1254	449.695	25
1255	450.066	20
1256	450.438	26
1257	450.809	28
1258	451.181	24
1259	451.552	20
1260	451.924	19
1261	452.295	18
1262	452.667	24
1263	453.038	36
1264	453.41	27
1265	453.781	21
1266	454.153	22
1267	454.524	30
1268	454.896	15
1269	455.267	26
1270	455.639	28
1271	456.01	27
1272	456.382	24
1273	456.753	17
1274	457.125	29
1275	457.497	30
1276	457.868	21
1277	458.24	24
1278	458.611	24
1279	458.983	25
1280	459.355	20
1281	459.726	27
1282	460.098	15
1283	460.469	17
1284	460.841	25
1285	461.213	17
1286	461.584	18
1287	461.956	20
1288	462.328	28
1289	462.699	31
1290	463.071	33
1291	463.443	28
1292	463.814	30
1293	464.186	22
1294	464.558	15
1295	464.929	18
1296	465.301	29
1297	465.673	31
1298	466.044	30
1299	466.416	21
1300	466.788	20
1301	467.16	16
1302	467.531	31
1303	467.903	22
1304	468.275	23
1305	468.647	27
1306	469.018	22
1307	469.39	21
1308	469.762	22
1309	470.134	23
1310	470.506	25
1311	470.877	26
1312	471.249	29
1313	471.621	25
1314	471.993	28
1315	472.365	24
1316	472.736	27
1317	473.108	31
1318	473.48	20
1319	473.852	24
1320	474.224	23
1321	474.596	26
1322	474.968	28
1323	475.339	23
1324	475.711	23
1325	476.083	16
1326	476.455	21
1327	476.827	30
1328	477.199	27
1329	477.571	29
1330	477.943	32
1331	478.315	35
1332	478.687	24
1333	479.059	25
1334	479.43	20
1335	479.802	23
1336	480.174	39
1337	480.546	29
1338	480.918	33
1339	481.29	31
1340	481.662	28
1341	482.034	36
1342	482.406	39
1343	482.778	27
1344	483.15	31
1345	483.522	28
1346	483.894	29
1347	484.266	35
1348	484.638	51
1349	485.01	38
1350	485.383	43
1351	485.755	29
1352	486.127	42
1353	486.499	35
1354	486.871	40
1355	487.243	42
1356	487.615	44
1357	487.987	53
1358	488.359	42
1359	488.731	51
1360	489.103	50
1361	489.476	39
1362	489.848	57
1363	490.22	42
1364	490.592	60
1365	490.964	62
1366	491.336	72
1367	491.708	61
1368	492.081	56
1369	492.453	72
1370	492.825	71
1371	493.197	66
1372	493.569	68
1373	493.942	77
1374	494.314	82
1375	494.686	91
1376	495.058	85
1377	495.43	99
1378	495.803	91
1379	496.175	104
1380	496.547	99
1381	496.919	94
1382	497.292	95
1383	497.664	115
1384	498.036	121
1385	498.408	131
1386	498.781	121
1387	499.153	115
1388	499.525	136
1389	499.898	144
1390	500.27	126
1391	500.642	136
1392	501.015	133
1393	501.387	178
1394	501.759	171
1395	502.132	182
1396	502.504	187
1397	502.876	164
1398	503.249	183
1399	503.621	198
1400	503.993	203
1401	504.366	235
1402	504.738	197
1403	505.111	233
1404	505.483	202
1405	505.855	268
1406	506.228	251
1407	506.6	252
1408	506.973	260
1409	507.345	246
1410	507.717	251
1411	508.09	249
1412	508.462	276
1413	508.835	279
1414	509.207	329
1415	509.58	289
1416	509.952	320
1417	510.325	319
1418	510.697	299
1419	511.07	343
1420	511.442	344
1421	511.815	355
1422	512.187	336
1423	512.56	387
1424	512.932	407
1425	513.305	391
1426	513.677	371
1427	514.05	395
1428	514.422	386
1429	514.795	384
1430	515.168	416
1431	515.54	408
1432	515.913	418
1433	516.285	468
1434	516.658	447
1435	517.031	455
1436	517.403	433
1437	517.776	464
1438	518.148	445
1439	518.521	457
1440	518.894	478
1441	519.266	516
1442	519.639	486
1443	520.012	511
1444	520.384	487
1445	520.757	487
1446	521.13	519
1447	521.502	542
1448	521.875	527
1449	522.248	520
1450	522.62	512
1451	522.993	545
1452	523.366	532
1453	523.738	520
1454	524.111	513
1455	524.484	589
1456	524.857	529
1457	525.229	580
1458	525.602	583
1459	525.975	550
1460	526.348	575
1461	526.72	617
1462	527.093	603
1463	527.466	600
1464	527.839	588
1465	528.212	574
1466	528.584	597
1467	528.957	606
1468	529.33	572
1469	529.703	592
1470	530.076	560
1471	530.448	566
1472	530.821	507
1473	531.194	593
1474	531.567	550
1475	531.94	610
1476	532.313	598
1477	532.686	536
1478	533.058	571
1479	533.431	561
1480	533.804	539
1481	534.177	554
1482	534.55	535
1483	534.923	528
1484	535.296	537
1485	535.669	556
1486	536.042	512
1487	536.415	514
1488	536.788	547
1489	537.161	465
1490	537.533	458
1491	537.906	507
1492	538.279	507
1493	538.652	464
1494	539.025	458
1495	539.398	470
1496	539.771	472
1497	540.144	492
1498	540.517	416
1499	540.89	427
1500	541.263	422
1501	541.636	427
1502	542.009	400
1503	542.382	417
1504	542.756	433
1505	543.129	389
1506	543.502	362
1507	543.875	386
1508	544.248	359
1509	544.621	340
1510	544.994	361
1511	545.367	340
1512	545.74	322
1513	546.113	334
1514	546.486	304
1515	546.859	316
1516	547.233	306
1517	547.606	304
1518	547.979	305
1519	548.352	299
1520	548.725	294
1521	549.098	255
1522	549.471	284
1523	549.845	265
1524	550.218	259
1525	550.591	219
1526	550.964	264
1527	551.337	234
1528	551.711	228
1529	552.084	204
1530	552.457	205
1531	552.83	192
1532	553.203	212
1533	553.577	174
1534	553.95	191
1535	554.323	197
1536	554.696	151
1537	555.07	158
1538	555.443	168
1539	555.816	145
1540	556.189	165
1541	556.563	143
1542	556.936	140
1543	557.309	154
1544	557.683	122
1545	558.056	134
1546	558.429	120
1547	558.803	110
1548	559.176	127
1549	559.549	104
1550	559.923	119
1551	560.296	103
1552	560.669	92
1553	561.043	102
1554	561.416	108
1555	561.789	101
1556	562.163	101
1557	562.536	87
1558	562.91	75
1559	563.283	82
1560	563.656	80
1561	564.03	81
1562	564.403	69
