Descrizione Campione: Ra-F_600s.Spe
Inizio misura: 07-02-25 17:38:49
RealTime: 8
LiveTime: 0
N eventi: 303327
Calibrazione: E = 3.22645e-06 * C^2 + 0.363344 * C + -11.0115
Canale	Energia	Eventi
1340	481.662	41
1341	482.034	34
1342	482.406	35
1343	482.778	27
1344	483.15	54
1345	483.522	40
1346	483.894	30
1347	484.266	40
1348	484.638	51
1349	485.01	32
1350	485.383	49
1351	485.755	11
1352	486.127	31
1353	486.499	36
1354	486.871	23
1355	487.243	37
1356	487.615	50
1357	487.987	37
1358	488.359	37
1359	488.731	30
1360	489.103	47
1361	489.476	48
1362	489.848	52
1363	490.22	32
1364	490.592	20
1365	490.964	59
1366	491.336	37
1367	491.708	33
1368	492.081	37
1369	492.453	33
1370	492.825	40
1371	493.197	37
1372	493.569	44
1373	493.942	31
1374	494.314	17
1375	494.686	43
1376	495.058	44
1377	495.43	36
1378	495.803	32
1379	496.175	46
1380	496.547	49
1381	496.919	53
1382	497.292	51
1383	497.664	28
1384	498.036	31
1385	498.408	46
1386	498.781	48
1387	499.153	41
1388	499.525	28
1389	499.898	56
1390	500.27	43
1391	500.642	46
1392	501.015	51
1393	501.387	31
1394	501.759	44
1395	502.132	45
1396	502.504	33
1397	502.876	16
1398	503.249	13
1399	503.621	36
1400	503.993	48
1401	504.366	49
1402	504.738	36
1403	505.111	35
1404	505.483	39
1405	505.855	44
1406	506.228	44
1407	506.6	42
1408	506.973	44
1409	507.345	17
1410	507.717	31
1411	508.09	36
1412	508.462	30
1413	508.835	43
1414	509.207	53
1415	509.58	34
1416	509.952	52
1417	510.325	36
1418	510.697	55
1419	511.07	62
1420	511.442	34
1421	511.815	54
1422	512.187	29
1423	512.56	40
1424	512.932	20
1425	513.305	35
1426	513.677	44
1427	514.05	54
1428	514.422	48
1429	514.795	40
1430	515.168	36
1431	515.54	43
1432	515.913	49
1433	516.285	37
1434	516.658	41
1435	517.031	57
1436	517.403	27
1437	517.776	42
1438	518.148	30
1439	518.521	32
1440	518.894	39
1441	519.266	66
1442	519.639	16
1443	520.012	47
1444	520.384	39
1445	520.757	50
1446	521.13	61
1447	521.502	22
1448	521.875	47
1449	522.248	45
1450	522.62	34
1451	522.993	55
1452	523.366	38
1453	523.738	28
1454	524.111	46
1455	524.484	3
1456	524.857	48
1457	525.229	47
1458	525.602	64
1459	525.975	17
1460	526.348	40
1461	526.72	29
1462	527.093	39
1463	527.466	52
1464	527.839	32
1465	528.212	22
1466	528.584	6
1467	528.957	47
1468	529.33	52
1469	529.703	21
1470	530.076	30
1471	530.448	2
1472	530.821	72
1473	531.194	7
1474	531.567	55
1475	531.94	45
1476	532.313	44
1477	532.686	49
1478	533.058	35
1479	533.431	38
1480	533.804	31
1481	534.177	9
1482	534.55	43
1483	534.923	32
1484	535.296	23
1485	535.669	38
1486	536.042	29
1487	536.415	33
1488	536.788	27
1489	537.161	25
1490	537.533	41
1491	537.906	44
1492	538.279	41
1493	538.652	42
1494	539.025	41
1495	539.398	36
1496	539.771	26
1497	540.144	45
1498	540.517	20
1499	540.89	40
1500	541.263	45
1501	541.636	33
1502	542.009	34
1503	542.382	22
1504	542.756	31
1505	543.129	41
1506	543.502	33
1507	543.875	29
1508	544.248	36
1509	544.621	30
1510	544.994	29
1511	545.367	32
1512	545.74	20
1513	546.113	27
1514	546.486	50
1515	546.859	20
1516	547.233	21
1517	547.606	50
1518	547.979	43
1519	548.352	41
1520	548.725	48
1521	549.098	31
1522	549.471	34
1523	549.845	13
1524	550.218	29
1525	550.591	39
1526	550.964	30
1527	551.337	40
1528	551.711	36
1529	552.084	25
1530	552.457	35
1531	552.83	33
1532	553.203	30
1533	553.577	49
1534	553.95	37
1535	554.323	28
1536	554.696	27
1537	555.07	49
1538	555.443	22
1539	555.816	42
1540	556.189	40
1541	556.563	37
1542	556.936	33
1543	557.309	56
1544	557.683	24
1545	558.056	58
1546	558.429	15
1547	558.803	27
1548	559.176	20
1549	559.549	32
1550	559.923	37
1551	560.296	39
1552	560.669	41
1553	561.043	30
1554	561.416	6
1555	561.789	30
