
RE	sigma_RE	<E>	sigma_<E>	time
0.06963350114150922	0.0003299763429122978	1455.8567643510503	0.2692163467248159	1000min_057
0.06935974667204257	0.00033071537450377124	1455.1113870599377	0.2680795544459026	1000min_058
0.06865823235226132	0.0003345279131986419	1455.2364913082479	0.2660710958804047	1000min_059
0.06968847595295204	0.0003348431125318522	1455.366967208494	0.27094336975774247	1000min_060
0.06905844340535008	0.00033562125469751783	1455.1121675764127	0.26681812239298075	1000min_061
0.06924431428485059	0.0003340654733803458	1454.633268671177	0.26810729751948953	1000min_062
0.06909211378479828	0.0003329568430629649	1453.944435931401	0.267142065580945	1000min_063
0.06935645048074864	0.0003257849862496861	1453.9078940915417	0.2679255103416255	1000min_064
0.06906667103444526	0.0003372484866793359	1454.227823547973	0.26790513859782306	1000min_065
0.06903258449390927	0.0003370130441276435	1454.2269282794582	0.2683093958731314	1000min_066
0.06914443674889252	0.0003337384964385543	1453.2284189101276	0.2689900896233858	1000min_067
0.06888618576061582	0.000329818098729523	1453.4057185754941	0.2662423816138961	1000min_068
0.06957705123303896	0.00033304198520362166	1453.5599412462113	0.268042253602512	1000min_069
0.06891226190367343	0.00033156681156411554	1453.4284751488492	0.2667260725818498	1000min_070
0.06909111960797423	0.0003300959591924867	1453.605789344552	0.2673381298697466	1000min_071
0.06895531803275133	0.0003356371241003349	1453.3777178607154	0.2673782054059338	1000min_072
0.0687104678710644	0.00032793844565689437	1452.9332082735734	0.26547179639332275	1000min_073
0.06967802578183697	0.000333619599348735	1453.0486583757186	0.267623963625604	1000min_074
0.06966695392971661	0.00033949927635985324	1453.1875795071726	0.2689755835043908	1000min_075
0.06858499647283132	0.0003330672123327139	1453.2463534873946	0.26599962407513944	1000min_076
0.06981116091721125	0.00033363450627782405	1453.5332237782593	0.26835741664657176	1000min_077
0.06932152851344471	0.000340710729925933	1452.9282899969353	0.26944743646075314	1000min_078
0.06902368257845036	0.00032925678511411255	1453.311801399332	0.2673907196251283	1000min_079
0.06881409832592521	0.00033852410149475443	1453.3169755831332	0.26743503687396797	1000min_080
0.06930491900911302	0.00033285355687427676	1453.9433433017432	0.2685201338534052	1000min_081
0.0689164889965777	0.0003272971557988193	1453.4633456918018	0.2659306586979609	1000min_082
0.06995072781599283	0.00034403901381784826	1453.4521219067913	0.2722949971086327	1000min_083
0.06889395989826795	0.0003301107099111505	1452.7101120206178	0.26794500464349025	1000min_084
0.06833181395882734	0.0003230973575259459	1453.4809880196256	0.26479712660285787	1000min_085
0.06976918059025888	0.00033929463172956777	1453.6011709496868	0.2721331070159077	1000min_086
0.06872519835870507	0.00032607160251894927	1453.3294936600419	0.26370957561518493	1000min_087
0.0689721740815542	0.00032749288124831296	1453.2527141314672	0.2656709101318967	1000min_088
0.06902369425053642	0.000328812700273532	1453.5509498748806	0.26694083389826856	1000min_089
