Descrizione Campione: misura_Co60_20min_solosorgente.Spe
Inizio misura: 15-01-25 16:09:28
RealTime: 15
LiveTime: 0
N eventi: 1013122
Calibrazione: E = 0 * C^2 + 1.98698 * C + -37.4062
Canale	Energia	Eventi
762	1476.67	651
763	1478.66	608
764	1480.65	515
765	1482.63	498
766	1484.62	437
767	1486.61	384
768	1488.59	333
769	1490.58	303
770	1492.57	224
771	1494.55	251
772	1496.54	186
773	1498.53	170
774	1500.52	153
775	1502.5	137
776	1504.49	125
777	1506.48	120
778	1508.46	101
779	1510.45	69
780	1512.44	62
781	1514.42	49
782	1516.41	56
783	1518.4	55
784	1520.39	37
785	1522.37	46
786	1524.36	9
787	1526.35	42
788	1528.33	17
789	1530.32	21
790	1532.31	25
791	1534.29	-8
792	1536.28	7
793	1538.27	9
794	1540.26	24
795	1542.24	5
796	1544.23	10
797	1546.22	16
798	1548.2	-9
799	1550.19	21
800	1552.18	-12
801	1554.16	17
802	1556.15	-10
803	1558.14	16
804	1560.12	-17
805	1562.11	22
806	1564.1	9
807	1566.09	16
808	1568.07	8
809	1570.06	11
810	1572.05	4
811	1574.03	3
812	1576.02	0
813	1578.01	1
814	1579.99	15
815	1581.98	23
816	1583.97	28
817	1585.96	6
818	1587.94	0
819	1589.93	21
820	1591.92	0
821	1593.9	-8
822	1595.89	8
823	1597.88	13
824	1599.86	8
825	1601.85	27
826	1603.84	21
827	1605.83	15
828	1607.81	5
829	1609.8	18
830	1611.79	17
831	1613.77	0
832	1615.76	6
833	1617.75	12
834	1619.73	14
835	1621.72	10
836	1623.71	3
837	1625.7	14
838	1627.68	0
839	1629.67	13
840	1631.66	9
841	1633.64	-6
842	1635.63	9
843	1637.62	3
844	1639.6	7
845	1641.59	10
846	1643.58	5
847	1645.56	5
848	1647.55	11
849	1649.54	5
850	1651.53	16
851	1653.51	10
852	1655.5	5
853	1657.49	20
854	1659.47	1
855	1661.46	3
856	1663.45	5
857	1665.43	19
858	1667.42	4
859	1669.41	10
860	1671.4	4
861	1673.38	2
862	1675.37	12
863	1677.36	9
864	1679.34	3
865	1681.33	5
866	1683.32	12
867	1685.3	8
868	1687.29	5
869	1689.28	3
870	1691.27	9
871	1693.25	3
872	1695.24	8
873	1697.23	19
874	1699.21	10
875	1701.2	7
876	1703.19	4
877	1705.17	6
878	1707.16	-2
879	1709.15	11
880	1711.14	11
881	1713.12	8
882	1715.11	5
883	1717.1	2
884	1719.08	8
885	1721.07	7
886	1723.06	-3
887	1725.04	7
888	1727.03	2
889	1729.02	7
890	1731.01	9
891	1732.99	12
892	1734.98	7
893	1736.97	8
894	1738.95	3
895	1740.94	2
896	1742.93	7
897	1744.91	4
898	1746.9	12
899	1748.89	9
900	1750.87	6
901	1752.86	9
902	1754.85	6
903	1756.84	1
904	1758.82	6
905	1760.81	0
906	1762.8	-3
907	1764.78	3
908	1766.77	5
909	1768.76	5
910	1770.74	6
911	1772.73	7
912	1774.72	9
913	1776.71	5
914	1778.69	11
915	1780.68	3
916	1782.67	8
917	1784.65	7
918	1786.64	9
919	1788.63	7
920	1790.61	7
921	1792.6	8
922	1794.59	7
923	1796.58	9
924	1798.56	4
925	1800.55	-2
926	1802.54	6
927	1804.52	6
928	1806.51	12
929	1808.5	7
930	1810.48	16
931	1812.47	3
932	1814.46	7
933	1816.45	18
934	1818.43	12
935	1820.42	9
936	1822.41	7
937	1824.39	4
938	1826.38	4
939	1828.37	-2
940	1830.35	9
941	1832.34	10
942	1834.33	6
943	1836.31	3
944	1838.3	16
945	1840.29	6
946	1842.28	9
947	1844.26	8
948	1846.25	1
949	1848.24	11
950	1850.22	1
951	1852.21	6
952	1854.2	7
953	1856.18	1
954	1858.17	2
955	1860.16	-2
956	1862.15	-2
957	1864.13	3
958	1866.12	-2
959	1868.11	1
960	1870.09	10
961	1872.08	13
962	1874.07	8
963	1876.05	11
964	1878.04	2
965	1880.03	8
966	1882.02	11
967	1884	7
968	1885.99	1
969	1887.98	8
970	1889.96	11
971	1891.95	2
972	1893.94	0
973	1895.92	3
974	1897.91	0
975	1899.9	4
976	1901.89	-1
977	1903.87	1
978	1905.86	3
979	1907.85	7
980	1909.83	8
981	1911.82	-1
982	1913.81	11
983	1915.79	5
984	1917.78	12
985	1919.77	-4
986	1921.76	1
987	1923.74	5
988	1925.73	6
989	1927.72	0
990	1929.7	4
991	1931.69	11
992	1933.68	0
993	1935.66	5
994	1937.65	3
995	1939.64	7
996	1941.62	6
997	1943.61	0
998	1945.6	2
999	1947.59	6
1000	1949.57	6
1001	1951.56	8
1002	1953.55	0
1003	1955.53	3
1004	1957.52	2
1005	1959.51	5
1006	1961.49	8
1007	1963.48	6
1008	1965.47	2
1009	1967.46	3
1010	1969.44	3
1011	1971.43	1
1012	1973.42	7
1013	1975.4	10
1014	1977.39	-1
1015	1979.38	7
1016	1981.36	-1
1017	1983.35	3
1018	1985.34	4
1019	1987.33	3
1020	1989.31	-1
1021	1991.3	7
1022	1993.29	4
1023	1995.27	8
1024	1997.26	6
1025	1999.25	1
1026	2001.23	5
1027	2003.22	7
1028	2005.21	4
1029	2007.2	0
1030	2009.18	9
1031	2011.17	-2
1032	2013.16	15
1033	2015.14	8
1034	2017.13	1
1035	2019.12	3
1036	2021.1	7
1037	2023.09	7
1038	2025.08	2
1039	2027.06	9
1040	2029.05	0
1041	2031.04	4
1042	2033.03	13
1043	2035.01	3
1044	2037	0
1045	2038.99	3
1046	2040.97	0
1047	2042.96	5
1048	2044.95	1
1049	2046.93	-1
1050	2048.92	14
1051	2050.91	1
1052	2052.9	5
1053	2054.88	4
1054	2056.87	0
1055	2058.86	1
1056	2060.84	3
1057	2062.83	6
1058	2064.82	0
1059	2066.8	4
1060	2068.79	-1
1061	2070.78	6
1062	2072.77	6
1063	2074.75	0
1064	2076.74	4
1065	2078.73	7
1066	2080.71	6
1067	2082.7	1
1068	2084.69	-3
1069	2086.67	1
1070	2088.66	4
1071	2090.65	4
1072	2092.64	6
1073	2094.62	1
1074	2096.61	5
1075	2098.6	2
1076	2100.58	0
1077	2102.57	2
1078	2104.56	0
1079	2106.54	-2
1080	2108.53	6
1081	2110.52	4
1082	2112.51	4
1083	2114.49	12
1084	2116.48	1
1085	2118.47	3
1086	2120.45	3
1087	2122.44	5
1088	2124.43	2
1089	2126.41	4
1090	2128.4	8
1091	2130.39	5
1092	2132.37	6
1093	2134.36	5
1094	2136.35	0
1095	2138.34	4
1096	2140.32	0
1097	2142.31	2
1098	2144.3	4
1099	2146.28	3
1100	2148.27	6
1101	2150.26	4
1102	2152.24	3
1103	2154.23	2
1104	2156.22	4
1105	2158.21	3
1106	2160.19	7
1107	2162.18	3
1108	2164.17	5
1109	2166.15	4
1110	2168.14	6
1111	2170.13	2
1112	2172.11	2
1113	2174.1	-2
1114	2176.09	4
1115	2178.08	3
1116	2180.06	3
1117	2182.05	7
1118	2184.04	0
1119	2186.02	3
1120	2188.01	0
1121	2190	4
1122	2191.98	1
1123	2193.97	3
1124	2195.96	2
1125	2197.95	4
1126	2199.93	5
1127	2201.92	6
1128	2203.91	2
1129	2205.89	5
1130	2207.88	2
1131	2209.87	2
1132	2211.85	2
1133	2213.84	2
1134	2215.83	5
1135	2217.81	-1
1136	2219.8	5
1137	2221.79	-3
1138	2223.78	4
1139	2225.76	3
1140	2227.75	5
1141	2229.74	3
1142	2231.72	2
1143	2233.71	3
1144	2235.7	3
1145	2237.68	3
1146	2239.67	4
1147	2241.66	3
1148	2243.65	0
1149	2245.63	2
1150	2247.62	3
1151	2249.61	13
1152	2251.59	7
1153	2253.58	5
1154	2255.57	2
1155	2257.55	1
1156	2259.54	8
1157	2261.53	2
1158	2263.52	3
1159	2265.5	0
1160	2267.49	1
1161	2269.48	3
1162	2271.46	0
1163	2273.45	2
1164	2275.44	0
1165	2277.42	3
1166	2279.41	5
1167	2281.4	4
1168	2283.39	7
1169	2285.37	5
1170	2287.36	3
1171	2289.35	6
1172	2291.33	1
1173	2293.32	0
1174	2295.31	-2
1175	2297.29	-2
1176	2299.28	1
1177	2301.27	1
1178	2303.26	2
1179	2305.24	-1
1180	2307.23	7
1181	2309.22	4
1182	2311.2	4
1183	2313.19	-1
1184	2315.18	5
1185	2317.16	3
1186	2319.15	1
1187	2321.14	6
1188	2323.12	5
1189	2325.11	-3
1190	2327.1	3
1191	2329.09	3
1192	2331.07	6
1193	2333.06	12
1194	2335.05	-2
1195	2337.03	7
1196	2339.02	0
1197	2341.01	0
1198	2342.99	5
1199	2344.98	4
1200	2346.97	6
1201	2348.96	-1
1202	2350.94	3
1203	2352.93	3
1204	2354.92	0
1205	2356.9	6
1206	2358.89	1
1207	2360.88	6
1208	2362.86	-2
1209	2364.85	3
1210	2366.84	6
1211	2368.83	3
1212	2370.81	3
1213	2372.8	1
1214	2374.79	-6
1215	2376.77	0
1216	2378.76	1
1217	2380.75	-1
1218	2382.73	1
1219	2384.72	0
1220	2386.71	9
1221	2388.7	0
1222	2390.68	3
1223	2392.67	1
1224	2394.66	-1
1225	2396.64	-1
1226	2398.63	4
1227	2400.62	2
1228	2402.6	-1
1229	2404.59	0
1230	2406.58	4
1231	2408.56	2
1232	2410.55	16
1233	2412.54	-4
1234	2414.53	0
1235	2416.51	3
1236	2418.5	3
1237	2420.49	3
1238	2422.47	0
1239	2424.46	5
1240	2426.45	2
1241	2428.43	4
1242	2430.42	-2
1243	2432.41	7
1244	2434.4	0
1245	2436.38	4
1246	2438.37	-1
1247	2440.36	2
1248	2442.34	3
1249	2444.33	3
1250	2446.32	-1
1251	2448.3	5
1252	2450.29	0
1253	2452.28	7
1254	2454.27	3
1255	2456.25	2
1256	2458.24	-1
1257	2460.23	4
1258	2462.21	1
1259	2464.2	1
1260	2466.19	0
1261	2468.17	5
1262	2470.16	-3
1263	2472.15	8
1264	2474.14	1
1265	2476.12	6
1266	2478.11	-2
1267	2480.1	7
1268	2482.08	4
1269	2484.07	6
1270	2486.06	8
1271	2488.04	-1
1272	2490.03	8
1273	2492.02	1
1274	2494.01	0
1275	2495.99	0
1276	2497.98	-2
1277	2499.97	-2
1278	2501.95	1
1279	2503.94	5
1280	2505.93	5
1281	2507.91	0
1282	2509.9	1
1283	2511.89	-1
1284	2513.87	2
1285	2515.86	-4
1286	2517.85	-1
1287	2519.84	-4
1288	2521.82	3
1289	2523.81	4
1290	2525.8	1
1291	2527.78	-1
1292	2529.77	0
1293	2531.76	2
1294	2533.74	-1
1295	2535.73	6
1296	2537.72	-5
1297	2539.71	5
1298	2541.69	-1
1299	2543.68	3
1300	2545.67	0
1301	2547.65	2
1302	2549.64	-1
1303	2551.63	4
1304	2553.61	3
1305	2555.6	0
1306	2557.59	1
1307	2559.58	0
1308	2561.56	1
1309	2563.55	6
1310	2565.54	0
1311	2567.52	1
1312	2569.51	2
1313	2571.5	5
1314	2573.48	3
1315	2575.47	5
1316	2577.46	-1
1317	2579.45	2
1318	2581.43	0
1319	2583.42	0
1320	2585.41	1
1321	2587.39	-2
1322	2589.38	4
1323	2591.37	-3
1324	2593.35	-1
1325	2595.34	6
1326	2597.33	4
1327	2599.31	-1
1328	2601.3	0
1329	2603.29	2
1330	2605.28	3
1331	2607.26	3
1332	2609.25	-1
1333	2611.24	2
1334	2613.22	2
1335	2615.21	-1
1336	2617.2	2
